PRODUCT,URL,PRICE,COMPARE_AT_PRICE,STOCK,CATEGORY,PRODUCTNO,BARCODE,WEIGHT,WEIGHT_UNIT,REQUIRES_SHIPPING,TAXABLE,VENDOR,TAGS,PUBLISHED_AT,CREATED_AT,UPDATED_AT,DESCRIPTION,IMGURL,IMAGE_FILENAME
Modré lepové desky - Default Title,https://www.pokojovky.co//products/modre-lepove-desky,130.00,,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,proti škůdcům,2022-11-08T09:48:01+01:00,2022-11-08T09:40:35+01:00,2024-11-13T16:12:50+01:00,"
Jak desky používat?
Modrá barva přitahuje dospělce třásněnek,kteří se následně přilepí na nevysychavý lep destiček. Modré desky jsou vhodné jak k signalizaci, tak i k ochraně rostlin. 1 lepová deska vystačí na ochranu rostlin o rozsahu cca 2-4 m2. Desky jsou určeny pro pokojové rostliny. Pro práci doporučujeme použít ochranné rukavice.
 ",https://cdn.shopify.com/s/files/1/2581/0526/products/d6k3nwJU.jpg?v=1667897133,d6k3nwJU.jpg
Sada proti smutnicím - Default Title,https://www.pokojovky.co//products/copy-of-zlute-lepove-desky-proti-skudcum,289.00,319.00,Yes,Přesazování a výživa,,,,,Yes,Yes,Pokojovky,"proti škůdcům, smutnice",2023-11-15T17:51:49+01:00,2023-11-15T17:41:46+01:00,2024-11-13T16:12:50+01:00,"Sada proti smutnicím - černým létavým muškám

Žluté lepové desky a parazitické hlístice 


Jak desky používat?
Podle velikosti rostliny zavěste nebo zapíchněte 1 až 5 lepových desek na napadenou rostlinu tak, aby se k nim nepřilepily listy. Desky jsou určeny pro pokojové rostliny. Pro práci doporučujeme použít ochranné rukavice.
Pomáhají eliminovat zejména smutnice. V účinném boji proti smutnicím doporučujeme kombinovat s parazitickými hlísticemi 
 ",https://cdn.shopify.com/s/files/1/2581/0526/files/WyAQftd4_f1d7ea63-2d2f-435f-82f3-1871311ccc5a.jpg?v=1700066509,WyAQftd4_f1d7ea63-2d2f-435f-82f3-1871311ccc5a.jpg
Hoya Kerrii - Plastový ( v ceně),https://www.pokojovky.co//products/hoya,250.00,0.00,Yes,pokojovka,"A: Hoya kerrii, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"celozelene, cistsi-vzduch, denmatek, deti-a-zvirata, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, do300, kaktusy-a-sukulenty, leto, Minipokojovka, nas-vyber, neco-zelene, nizkanarocnost, posilame, primeslunce, svetlemisto, valentyn, zacatecnici",2021-06-03T16:30:08+02:00,2018-08-31T14:42:04+02:00,2024-11-13T16:12:50+01:00,"
",https://cdn.shopify.com/s/files/1/2581/0526/products/pokojovky_igorzacharov_20211111__DSF4905.jpg?v=1636901096,pokojovky_igorzacharov_20211111__DSF4905.jpg
Monstera Peru - Plastový (v ceně),https://www.pokojovky.co//products/monstera-peru,490.00,0.00,Yes,pokojovka,"A: Epipremnum pinnatum 'Marble Planet', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, nizkanarocnost, posilame, previsle, svetlemisto, zacatecnici",2024-10-07T15:31:44+02:00,2020-04-29T09:35:02+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/IzCjvSzI.jpg?v=1658324153,IzCjvSzI.jpg
Monstera Deliciosa malá - Plastový (v ceně),https://www.pokojovky.co//products/monstera,500.00,,No,pokojovka,"A: Monstera deliciosa, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, posilame, strednipokojovka, svetlemisto, zacatecnici",2022-02-06T19:00:04+01:00,2017-11-29T14:55:55+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/XxDsKnCY.jpg?v=1667897784,XxDsKnCY.jpg
Monstera Deliciosa střední - Plastový (v ceně),https://www.pokojovky.co//products/monstera-stredna,670.00,,Yes,pokojovka,"A: Monstera deliciosa, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, Novinka, strednipokojovka, svetlemisto, zacatecnici",2022-02-06T19:12:58+01:00,2018-06-19T15:53:06+02:00,2024-11-13T16:12:50+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/MJZp8xR4.jpg?v=1667995970,MJZp8xR4.jpg
Peperomia raindrop - Plastový (v ceně),https://www.pokojovky.co//products/peperomia-raindrop,410.00,0.00,Yes,pokojovka,"A: Peperomia polybotrya, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, deti-a-zvirata, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, malapokojovka, nas-vyber, Novinka, novinkynovinky, petfriendly, posilame, stredninarocnost, svetlemisto, zacatecnici",2022-10-05T17:48:16+02:00,2022-05-13T09:57:55+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/hppz0l5o.jpg?v=1652429749,hppz0l5o.jpg
Asparágus falcatus - Plastový (v ceně),https://www.pokojovky.co//products/asparagus-falcatus,350.00,0.00,Yes,pokojovka,"A: Asparagus falcatus, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, deti-a-zvirata, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malosvetla, petfriendly, posilame, pronarocne, stredninarocnost, strednipokojovka, svetlemisto",2022-02-06T19:00:13+01:00,2021-06-16T15:35:07+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/nPFlSPd8.jpg?v=1652085333,nPFlSPd8.jpg
Parožnatka - Plastový (v ceně),https://www.pokojovky.co//products/paroznatka,450.00,,No,pokojovka,"A: Platycerium bifurcatum, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malosvetla, posilame, Pro čistší vzduch, strednipokojovka, svetlemisto, Vhodné pro zvířata",2022-02-11T17:00:53+01:00,2019-05-15T14:50:07+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220602__DSF1386.jpg?v=1655976728,igorzacharov_20220602__DSF1386.jpg
Fíkus Lyrata střední - Plastový (v ceně),https://www.pokojovky.co//products/ficus-lyrata,790.00,0.00,No,pokojovka,"A: Ficus lyrata, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2022-10-13T18:16:00+02:00,2018-03-09T18:10:29+01:00,2024-11-13T16:12:50+01:00,Rostlinu je možné zaslat pouze kurýrem po Praze (Liftago) nebo zvolit osobní odběr v našem studiu. Děkujeme moc za pochopení.,https://cdn.shopify.com/s/files/1/2581/0526/files/HN_-KiGs.jpg?v=1719919148,HN_-KiGs.jpg
Fíkus Lyrata velká - Plastový (v ceně),https://www.pokojovky.co//products/ficus-lyrata-velka,1150.00,0.00,Yes,pokojovka,"A: Ficus lyrata, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"1000-2000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, primeslunce, svetlemisto, velkapokojovka, zacatecnici",2022-02-06T19:00:09+01:00,2018-06-19T16:50:58+02:00,2024-11-13T16:12:50+01:00,Rostlinu vám můžeme zaslat pouze kurýrem po Praze (Liftago) nebo ji lze osobně převzít v našem studiu. Děkujeme moc za pochopení.,https://cdn.shopify.com/s/files/1/2581/0526/files/AiZSVBpw.jpg?v=1719919179,AiZSVBpw.jpg
Sada pro čistší vzduch - Plastové (v ceně),https://www.pokojovky.co//products/cistici-sada,970.00,,No,pokojovka,"A: Chamaedorea elegans; Epipremnum aureum; Dracaena trifasciata 'Laurentii', B: CZ-1726, C: CZ-5665",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, nizkanarocnost, posilame, previsle, s-okrasnym-listem, sada, svetlemisto, zacatecnici",2022-02-06T19:12:57+01:00,2018-02-20T22:32:56+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5398.jpg?v=1658926440,igorzacharov_20220721__DSF5398.jpg
Fishbone kaktus - Plastový (v ceně),https://www.pokojovky.co//products/opuncia,350.00,,No,pokojovka,"A: Epiphyllum anguliger, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, denmatek, deti-a-zvirata, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, leto, Minipokojovka, nas-vyber, nizkanarocnost, petfriendly, posilame, previsle, primeslunce, svetlemisto, zacatecnici",2023-01-23T13:20:07+01:00,2017-11-29T14:48:36+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/dDEH6uJY.jpg?v=1658324404,dDEH6uJY.jpg
Sada pokojovek pro začátečníky - Plastové (v ceně),https://www.pokojovky.co//products/sada-pokojovek-pro-zacatecniky,1000.00,,No,pokojovka,"A: Epipremnum aureum; crassula ovata, Zamioculcas zamiifolia, B: CZ-1726, C: CZ-5665",,,,Yes,Yes,Pokojovky,"1000-2000, celozelene, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, malapokojovka, malosvetla, nizkanarocnost, posilame, previsle, s-okrasnym-listem, sada, svetlemisto, zacatecnici",2022-02-06T19:12:58+01:00,2018-10-18T10:06:42+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/4rDnq8Bo.jpg?v=1667897566,4rDnq8Bo.jpg
Tchynin jazyk zelený - Plastový (v ceně),https://www.pokojovky.co//products/tchynin-jazyk,490.00,,No,pokojovka,"A: Dracaena trifasciata, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, leto, malosvetla, nizkanarocnost, posilame, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2021-03-21T09:00:47+01:00,2019-05-02T16:38:03+02:00,2024-11-13T16:12:50+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220602__DSF1246.jpg?v=1655976651,igorzacharov_20220602__DSF1246.jpg
Tchynin jazyk Moonshine - Plastový (v ceně),https://www.pokojovky.co//products/tchynin-jazyk-moonshine,550.00,,Yes,pokojovka,"A: Dracaena trifasciata 'Moonshine', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, leto, malosvetla, nizkanarocnost, posilame, primeslunce, strednipokojovka, svetlemisto, zacatecnici",2022-10-26T15:35:08+02:00,2020-03-19T15:27:53+01:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220602__DSF1236.jpg?v=1655976527,igorzacharov_20220602__DSF1236.jpg
Filodendron scandens - Plastový (v ceně),https://www.pokojovky.co//products/filodendron-scandens,390.00,,Yes,pokojovka,"A: Philodendron hederaceum, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, nas-vyber, nizkanarocnost, posilame, previsle, svetlemisto, valentyn, zacatecnici",2021-10-28T17:00:23+02:00,2020-05-14T17:13:24+02:00,2024-11-13T16:12:50+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/Eq5qlO5I.jpg?v=1652437475,Eq5qlO5I.jpg
Převislá sada - Plastové (v ceně),https://www.pokojovky.co//products/previsla-sada,810.00,,No,pokojovka,"A: Epipremnum aureum; Epipremnum aureum 'Marble Queen'; Epipremnum aureum 'Neon', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, malosvetla, nizkanarocnost, posilame, previsle, s-okrasnym-listem, sada, svetlemisto, zacatecnici",2022-02-06T19:12:59+01:00,2019-05-15T14:53:13+02:00,2024-11-13T16:12:51+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5329.jpg?v=1658926409,igorzacharov_20220721__DSF5329.jpg
Zamiokulkas (ZZ Plant) větší - Plastový (v ceně),https://www.pokojovky.co//products/zamiokulkas-zz-plant,690.00,,Yes,pokojovka,"A: Zamioculcas zamiifolia, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, malosvetla, nizkanarocnost, posilame, svetlemisto, velkapokojovka, zacatecnici",2022-02-06T19:00:07+01:00,2018-02-20T22:26:48+01:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5086.jpg?v=1658925992,igorzacharov_20220721__DSF5086.jpg
Zamiokulkas Zenzi - Plastový (v ceně),https://www.pokojovky.co//products/zamiokulkas-zenzi,690.00,,No,pokojovka,"A: Zamioculcas zamiifolia 'Zenzi', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-obyvaku, leto, Pokojovky, Pokojovky na zaslání, Pro začátečníky, strednipokojovka, zacatecnici",2022-02-24T15:04:56+01:00,2019-08-22T16:52:01+02:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5091.jpg?v=1658925954,igorzacharov_20220721__DSF5091.jpg
Zamiokulkas černý - Plastový (v ceně),https://www.pokojovky.co//products/zamiokulkas-cerny-mensi,690.00,0.00,No,pokojovka,"A: Zamioculcas zamiifolia 'Raven', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, malosvetla, nizkanarocnost, posilame, strednipokojovka, svetlemisto, zacatecnici",2021-10-28T17:32:21+02:00,2019-10-30T14:34:32+01:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/igorzacharov_20220721__DSF5126.jpg?v=1658925923,igorzacharov_20220721__DSF5126.jpg
Filodendron Narrow - Plastový (v ceně),https://www.pokojovky.co//products/filodendron-narrow-mensi,680.00,,No,pokojovka,"A: Philodendron selloum 'Narrow', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, nizkanarocnost, posilame, strednipokojovka, svetlemisto, zacatecnici",2022-05-26T15:22:21+02:00,2021-04-08T09:27:49+02:00,2024-11-13T16:12:51+01:00," Rostlinu ti pošleme i za Prahu, pokud není květináč větší než 14 cm, to je maximum. U větších rostlin je tak možné zaslat ji pouze kurýrem po Praze (Liftago) nebo osobní odběr v našem studiu. Děkujeme moc za pochopení. ",https://cdn.shopify.com/s/files/1/2581/0526/products/aIDW1LK8.jpg?v=1667900187,aIDW1LK8.jpg
Crassula ovata malá - Plastový (v ceně),https://www.pokojovky.co//products/crassula-podlouhla-mala,190.00,,No,pokojovka,"A: Crassula ovata , B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-obyvaku, do300, kaktusy-a-sukulenty, leto, Minipokojovka, nizkanarocnost, posilame, primeslunce, zacatecnici",2021-03-21T09:03:14+01:00,2020-03-21T09:42:10+01:00,2024-11-13T16:12:51+01:00,"
 

",https://cdn.shopify.com/s/files/1/2581/0526/products/tSBXPciM.jpg?v=1652085015,tSBXPciM.jpg
Crassula podlouhlá - Plastový (v ceně),https://www.pokojovky.co//products/crassula-podlouhla,350.00,,No,pokojovka,"A: Crassula ovata Hobbit, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, nizkanarocnost, posilame, primeslunce, zacatecnici",2023-06-16T14:32:33+02:00,2018-02-20T22:13:22+01:00,2024-11-13T16:12:51+01:00,"
 

",https://cdn.shopify.com/s/files/1/2581/0526/products/6gUIpZEM.jpg?v=1652085277,6gUIpZEM.jpg
Hoya gracilis - Plastový ( v ceně),https://www.pokojovky.co//products/hoya-gracilis,490.00,0.00,No,pokojovka,"A: Hoya gracilis, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, deti-a-zvirata, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, nizkanarocnost, posilame, previsle, primeslunce, svetlemisto, zacatecnici",2021-03-20T14:42:00+01:00,2021-03-17T11:05:18+01:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/S0NZMTnI.jpg?v=1658324572,S0NZMTnI.jpg
Zamiokulkas černý větší - Plastový (v ceně),https://www.pokojovky.co//products/zamiokulkas-cerny-zz-plant,840.00,0.00,No,pokojovka,"A: Zamioculcas zamiifolia 'Raven', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, Nepřímé světlo, Pokojovky, Pokojovky na zaslání, Pro začátečníky, strednipokojovka, zacatecnici",2023-06-02T15:55:25+02:00,2018-09-30T17:15:50+02:00,2024-11-13T16:12:51+01:00,"
Botanický názov: Zamioculcas zamiifolia 'Raven'
Běžné názvy: Černý Zamiokulkas, ZZ Plant, Zanzibar Gem, Welcome Plant 
Havraní zamioculcas, jak se tomuto černému kousku přezdívá, je takovou malou pokojovkovou raritou. Pokud chcete něco fancy a zároveň nenáročného, pořiďte si Havrana, kterého se nám podařilo sehnat pouze v několika exemplářích. Zamioculcas si získal oblibu pěstitelů po celém světě hned z několika důvodů. Má lesklé, svěží, exotické listy (je původem z Madagaskaru), krásně roste a jednoduše se množí a jeho péče je naprosto nenáročná. ZZ plant je dobře známá svou odolností vůči nejrůznějším nemocem a zvládne i delší období sucha – ideální pro začínající pěstitele.

Náročnost: nízká
Čistí vzduch: ano
Vhodná pro zvířata: ne
  
Rozměry
Výška rostlinky: 45 cm
Průměr květináče: 14 cm
 
Balení obsahuje
- Zdravou přesazenou rostlinku- Rostlinkový návod

Keramický obal není součástí balení  
 
Péče
Světlo: miluje světlé stanoviště bez přímého slunečního záření. Snese však i polostín.
Voda: přelití ani přeschnutí substrátu není žádná tragédie. Zalévejte asi 1x týdně během období růstu. V zimě zálivku omezte a zalévejte asi tak 1x za tři týdny.
Teplota: pokojová teplota (18-25 °C). V zimě by neměla klesnout pod 15 °C.
Vlhkost: rosení listů není třeba, rostlině však nevadí. Zvládá dobře i suchý vzduch.
Přesazování: v případě nutnosti přesazujeme na jaře, nádoba by měla být jen o málo větší než původní.
Množení: můžeme množit dělením při přesazování. Dále lze množit zakořeňováním listů, které však trvá déle.
Hnojení: 1x měsíčně během vegetačního období.
Příznaky smutné pokojovky:
Blednutí listů – příliš silné světlo.Uhnívaní rostlinky – opakované přelití, vyjměte z květináče a odstraňte měkké kořeny.
",https://cdn.shopify.com/s/files/1/2581/0526/products/IMG_4640_portfolio_igorzacharov_590xs_826b75f2-ab10-4967-bab9-bd6451e59939.jpg?v=1600798917,IMG_4640_portfolio_igorzacharov_590xs_826b75f2-ab10-4967-bab9-bd6451e59939.jpg
Strelitzia nicolai - Plastový (v ceně),https://www.pokojovky.co//products/strelitzia-nicolai,990.00,,Yes,pokojovka,"A: Strelitzia nicolai, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, leto, nizkanarocnost, Novinka, posilame, primeslunce, pronarocne, strednipokojovka, svetlemisto",2021-09-17T17:00:13+02:00,2021-06-16T16:51:30+02:00,2024-11-13T16:12:51+01:00,"Větší rostliny, jako je tato, je možné dopravit pouze kurýrem po Praze (Liftago), nebo osobně vyzvednout v našem studiu. Děkujeme moc za pochopení.",https://cdn.shopify.com/s/files/1/2581/0526/files/lQmIpHJs.jpg?v=1719918991,lQmIpHJs.jpg
Sada pokojovek pro děti a zvířata - Plastové (v ceně),https://www.pokojovky.co//products/sada-pokojovek-pro-deti-a-zvirata,850.00,,No,pokojovka,"A: Asparagus falcatus; Marantha leuconeura 'Fascinator Tricolor'; Pilea peperomioides, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, cistsi-vzduch, deti-a-zvirata, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, nas-vyber, nizkanarocnost, novinkynovinky, posilame, previsle, s-okrasnym-listem, sada, svetlemisto",2021-11-19T09:17:10+01:00,2021-11-01T12:28:00+01:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/ETuez8xg.jpg?v=1636641629,ETuez8xg.jpg
Sada pokojovek na slunný parapet - Plastové (v ceně),https://www.pokojovky.co//products/sada-pokojovek-na-slunny-parapet,890.00,,No,pokojovka,"A: Aloe vera; Crassula ovata; Senecio rowleyanus, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"500-1000, celozelene, do-chodby, do-kancelare, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, nizkanarocnost, novinkynovinky, posilame, previsle, primeslunce, sada",2023-03-06T15:12:35+01:00,2021-11-01T12:05:51+01:00,2024-11-13T16:12:51+01:00,"Zatímco většina pokojovek má rádo rozptýlené světlo a pobyt na přímém slunci by je spálilo, existují rostlinky, které se rády vyhřívají na sluníčku. Vybraly jsme pro vás sadu tří rostlin, které můžete postavit i na slunný parapet a co víc, budou to milovat!
 
Crassula: tlustice mají robustní stonek a oválné, podlouhlé masité listy sytě zelené barvy. Crassula je nenáročná pokojovka jednoduchá na pěstování i množení, která vám vydrží věky. Zasloužená stálice českých domácností!
Aloe: Léčivá a šťavnatě dužnatá aloe v naší světlomilné sbírce nesmí chybět. Tahle královna sukulentů vám doma vyčaruje tropickou atmosféru. Při správné péči vám bude dělat radost dlouhé roky a třeba se někdy v létě dočkáte i jejích květů.
Starček: Převislá sukulentní pokojovka, která je pro svůj roztomilý vzhled velmi oblíbená. Její kulaté lístky připomínají perly nebo korálky, proto se jí také přezdívá “řetízek korálků”. 
 
Náročnost: nízká Velikost: Starček 20 cm, Aloe 30 cm, Crassula 15 cm (výška rostliny včetně květináče)Průměr květináče: Starček 12 cm, Aloe 12 cm, Crassula 8 cm
 
 
Keramický obal není součástí balení  
Balení obsahuje rostlinkový návod ",https://cdn.shopify.com/s/files/1/2581/0526/products/1ANcpfhQ.jpg?v=1636641504,1ANcpfhQ.jpg
Sada pokojovek do tmavšího koutu - Plastové (v ceně),https://www.pokojovky.co//products/sada-pokojovek-do-tmavsiho-koutu,1010.00,,Yes,pokojovka,"A: Philodendron hederaceum; Marantha leuconeura 'Fascinator Tricolor'; Zamioculcas zamiifolia, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"1000-2000, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, malapokojovka, malosvetla, nizkanarocnost, novinkynovinky, posilame, previsle, s-okrasnym-listem, sada, zacatecnici",2021-11-19T09:16:45+01:00,2021-10-13T16:38:35+02:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/o2b0t1BA.jpg?v=1636641558,o2b0t1BA.jpg
Fishbone kaktus velký - Plastový (v ceně),https://www.pokojovky.co//products/fishbone-kaktus-vetsi-1,490.00,,No,pokojovka,"A: Epiphyllum anguliger, B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, deti-a-zvirata, do-chodby, do-kancelare, do-koupelny, do-kuchyne, do-loznice, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, nizkanarocnost, Novinka, petfriendly, posilame, previsle, primeslunce, svetlemisto, zacatecnici",2022-10-14T16:27:58+02:00,2021-04-22T17:33:26+02:00,2024-11-13T16:12:51+01:00,,https://cdn.shopify.com/s/files/1/2581/0526/products/dDEH6uJY_7d4b3296-bae4-46aa-81f0-3e991f8f1d66.jpg?v=1658324438,dDEH6uJY_7d4b3296-bae4-46aa-81f0-3e991f8f1d66.jpg
Crassula střapatá velká - Plastový (v ceně),https://www.pokojovky.co//products/crassula-podlouhla-mala-1,350.00,,No,pokojovka,"A: Crassula ovata 'Ripple Jade', B: CZ-1726, C: CZ-5665, D: CZ",,,,Yes,Yes,Pokojovky,"300-500, celozelene, cistsi-vzduch, do-chodby, do-kancelare, do-kuchyne, do-obyvaku, kaktusy-a-sukulenty, leto, malapokojovka, nizkanarocnost, posilame, primeslunce, zacatecnici",2023-06-16T14:33:57+02:00,2020-03-21T09:46:21+01:00,2024-11-13T16:12:51+01:00,"
 obrázek je ilustrační

",https://cdn.shopify.com/s/files/1/2581/0526/products/3OuC2QUc.jpg?v=1652084971,3OuC2QUc.jpg
