PRODUCT,URL,PRICE,COMPARE_AT_PRICE,STOCK,CATEGORY,PRODUCTNO,BARCODE,WEIGHT,WEIGHT_UNIT,REQUIRES_SHIPPING,TAXABLE,VENDOR,TAGS,PUBLISHED_AT,CREATED_AT,UPDATED_AT,DESCRIPTION,IMGURL,IMAGE_FILENAME
Keramzit 4-8 mm - 1L,https://dmp.cz//products/keramzit-4-8mm,39.00,,Yes,Doplněk,,,,,Yes,Yes,DMP,"Hydroponie, Pěstební média & hydroponie, Substrát, Substráty, Vyprodáno",2024-01-29T23:16:27+01:00,2022-11-08T08:40:05+01:00,2024-11-13T15:24:51+01:00,"Keramzit využíváme jako drenážní vrstvu na dno každého květináče, do kterého rostlinky přesazujeme. Je využíván jako pórovitý podpůrný materiál k uchycení kořenového systému rostlin. Zachovává pro rostliny hygienické vlastnosti prostředí, pH neutrální. Zajišťuje snadný přístup živin ke kořenovému systému při hydroponii. Prostory vzniklé mezi granulemi zaručují dostatečné provzdušnění v okolí kořenového systému Granule je možné vícekrát znovu využít, nakonec pak zpracovat a recyklovat.Frakce: 4 - 8 mmBalení: 1L, 3L,10L
Máte zájem o větší balení či množství Keramzitu? Napište nám na info@dmp.cz.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/keramzit-4-8.jpg?v=1713433466,
Sphagnum - Rašeliník - 50 g,https://dmp.cz//products/sphagnum-raselinik,139.00,,Yes,Doplněk,MM-SPHAGNUM1,,,,Yes,Yes,DMP,"propojeni, Pěstební média & hydroponie, Substrát, Substráty, Substráty pro výsev a množení, Vyprodáno",2021-11-14T16:00:07+01:00,2021-11-14T14:40:34+01:00,2024-11-13T15:24:51+01:00,"Vysoce kvalitní lisovaný rašeliník je vhodný především pro pěstování orchidejí či zakořenění rostlin.
Po navlhčení můžeme rašeliník použit do terárii. 
Rašeliník je pro vás připravený do pytlíčků, je slisovaný a po rozbalení doporučujeme rašeliník ponořit na deset minut do vody, pote je již připraven k použití.
Rašeliník můžete také použít na výrobu opory. Vzdušné kořeny rostliny se přichytí a budou růst podél tyče.
Více o rašeliníku v našem článkuPůvod: ChileBalení:50 g100 g250 g500 g1000 g5000 g",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/sphagnum-raselinik-02.jpg?v=1713436045,
Perlit - 1L,https://dmp.cz//products/perlit,29.00,,Yes,Doplněk,,,,,Yes,Yes,DMP,"Pěstební média & hydroponie, Skladem, Substráty",2024-01-29T23:12:19+01:00,2022-05-17T10:30:35+02:00,2024-11-13T15:24:51+01:00,"Používá se k vylehčování půdy (má nízkou objemovou hmotnost, protože obsahuje velké množství kapilárních i nekapilárních pórů a tím zabezpečuje vzdušnost). Dále se používá jako regulátor půdní vlhkosti prodlužující účinek minerálních hnojiv. Perlit není obohacený živinami. Zaručuje svými vlastnostmi podmínky pro rychlé a rovnoměrné zakořeňování řízků a klíčení semen. Podporuje bohatou tvorbu zdravých kořenů. Jemná struktura usnadňuje urovnání povrchu.
Balení: 1L
Máte zájem o větší balení či množství Perlitu? Napište nám na info@dmp.cz.",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/perlit.jpg?v=1713434130,
Kokedama Coffea arabica - Velká,https://dmp.cz//products/kokedama-coffea-arabica,739.00,0.00,Yes,Rostlina,,,,,Yes,Yes,DMP,"20 - 40 cm, Kokedamy, Pro začátečníky, propojeni, Rostlina, Středně, Tip na dárek, Vyprodáno, Vyrobeno v DMP, Čističky vzduchu",2023-06-23T11:46:06+02:00,2022-04-11T14:52:45+02:00,2024-11-13T15:24:51+01:00,"Výroba kokedam trvá 5-7 dní, počítejte s drobným zpožděním vaší objednávky.
Kokedama je speciální způsob pěstování rostlin, v doslovném překladu ""mechová koule"" pocházející z Japonska. Kokedama se skládá z rostliny, speciálního substrátu (černý jíl ketotsuchi), do jílu se navíc přimíchávají další složky (Akadama, zeolit, pemza, písek a rašeliník). Z těchto materiálů se dokonale zabalí vhodná rostlina do ""koule"" a celá se obalí mechem. Tradičně se kokedamy zavěšují na provázek, macramé a nebo se pokládají na vlhké kamínky či jiný materiál.
Péče o kokedamu
O každou kokedamu pečujeme podle toho, jakou rostlinu v ní máme. Kokedamu zaléváme odstátou / převařenou vodou přibližně 1x týdně. Kokedamě vadí chlór, nedoporučujeme vodu přímo z kohoutku. Kokedamu stačí na pár minut položit do vody, nechat okapat a znovu zavěsit. Zda potřebuje zalít poznáte podle váhy kokedamy a také podle toho, že vám usychá mechový bal. Mechovou kouli je můžete rosit, aby byl mechový bal stále vlhký. Kokedamu se nedoporučuje umisťovat na přímé slunce.
Coffea arabica, česky kávovník, je užitkovou rostlinou pocházející z Arábie, která je pěstována pro své plody – kávová zrna. Kávovník má lesklé, po okrajích zvlněné zelené listy. Při vhodných podmínkách se mohou po několika letech objevit drobné bílé kvítky
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: Ne
Přibližná výška kokedamy: 28 cmPrůměr kokedamy: Ø 13 cmObsah balení: Kokedama, hotové macramé na zavěšeníVyrobeno s láskou v DMP.
Více o kokedamách jsme napsali v našem článku.
",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/kokedama-coffea-arabica-velka-01.jpg?v=1670489349,
Kokedama Chamaedorea elegans - Velká,https://dmp.cz//products/kokedama-chamaedorea-elegans,719.00,0.00,Yes,Rostlina,,,,,Yes,Yes,DMP,"20 - 40 cm, Kokedamy, Palmy a cykasy, Pro začátečníky, propojeni, Rostlina, Skladem, Středně, Tip na dárek, Vyrobeno v DMP, Čističky vzduchu",2022-04-12T12:22:07+02:00,2022-04-11T14:54:34+02:00,2024-11-13T15:24:51+01:00,"Výroba kokedam trvá 5-7 dní, počítejte s drobným zpožděním vaší objednávky.
Kokedama je speciální způsob pěstování rostlin, v doslovném překladu ""mechová koule"" pocházející z Japonska. Kokedama se skládá z rostliny, speciálního substrátu (černý jíl ketotsuchi), do jílu se navíc přimíchávají další složky (Akadama, zeolit, pemza, písek a rašeliník). Z těchto materiálů se dokonale zabalí vhodná rostlina do ""koule"" a celá se obalí mechem. Tradičně se kokedamy zavěšují na provázek, macramé a nebo se pokládají na vlhké kamínky či jiný materiál.
Péče o kokedamu
O každou kokedamu pečujeme podle toho, jakou rostlinu v ní máme. Kokedamu zaléváme odstátou / převařenou vodou přibližně 1x týdně. Kokedamě vadí chlór, nedoporučujeme vodu přímo z kohoutku. Kokedamu stačí na pár minut položit do vody, nechat okapat a znovu zavěsit. Zda potřebuje zalít poznáte podle váhy kokedamy a také podle toho, že vám usychá mechový bal. Mechovou kouli je můžete rosit, aby byl mechový bal stále vlhký. Kokedamu se nedoporučuje umisťovat na přímé slunce.
Chamaedorea elegans je nenároční horská palma Je to jedna z mála palem, která v domácích podmínkách může vykvést, zejména pokud má dostatek světla. Má elegantní dlouhé listy světlejší zelené barvy. V květináči jich je obvykle více dohromady, aby tvořili kompaktní tvar. Samotná rostlina se odnožuje velmi pomalu.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: AnoVhodná pro hydroponii: Ne
Přibližná výška kokedamy: 38 cmPrůměr kokedamy: Ø 13 cmObsah balení: Kokedama, hotové macramé na zavěšeníVyrobeno s láskou v DMP.
Více o kokedamách jsme napsali v našem článku.

lorem ipsum











",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/kokedama-chamaodorea-elegans-01.jpg?v=1649693694,
Workshop: Výroba mechového obrazu - Pořizuji jako dárek,https://dmp.cz//products/workshop-vyroba-mechovych-obrazu,2800.00,0.00,Yes,Workshop,,,,,No,Yes,DMP,"Nové termíny, Pro začátečníky, Skladem",2022-10-27T11:21:01+02:00,2022-10-26T07:43:15+02:00,2024-11-13T15:24:51+01:00,"Chcete se naučit něco nového a jste kreativní? Provedeme vás tvorbou netradiční zelené dekorace - mechových obrazů. Mechové obrazy si na našem workshopu sami vyrobíte s naší lektorkou podle své představivosti a odnese si ho domů. Na workshop s můžete přinést i vlastní dekorační pomůcky, které chcete zakomponovat do obrazu, např. větvičky, dřevo, apod.)
Co vás čeká na workshopu:

Teorie

Péče o stabilizovaný mech

Výroba mechového obrazu

Co je v ceně workshopu:
V ceně je potřebné množství stabilizovaného mechu pro tvorbu mechového obrazu o velikosti 35x35 cm s dřevěným rámečkem vyrobeným v ČR, lepidlo a dřevěný rám dle výběru (tmavý / světlý). 
Počet osob: 
Minimální obsazenost: 4 účastníciMaximální obsazenost: 10 účastníků
Důležité informace:
Délka workshopu: 90 - 120minKde: Křižíkova 55/65, Praha 8 - Karlín, 186 00Lektorka: Karolína z DMP
Pořizujete workshop jako dárek? Zvolte variantu ""Pořizuji jako dárek"" bez zvoleného termínu. Až obdrží obdarovaný poukázku na workshop od vás, stačí nás kontaktovat na tel. čísle +420 776 060 464 nebo nám napište na info@dmp.cz. 
Změna termínu workshopu je možné nejpozději 7. den před termínem. Poté je částka nevratná. Prosíme účastníky, aby brali termín jako závazný!",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/workshop_mechovyobraz_4.jpg?v=1726733481,
Workshop: Péče o pokojovky a jejich přesazování - Pořizuji jako dárek,https://dmp.cz//products/workshop-pece-o-pokojovky-a-jejich-presazovani,1300.00,0.00,Yes,Workshop,,,,,No,No,DMP,"Nové termíny, Pro začátečníky, Skladem",2022-04-22T12:04:50+02:00,2022-04-13T17:11:48+02:00,2024-11-13T15:24:51+01:00,"Chcete mít doma zeleno? Máte rádi rostliny, ale úplně si nejste jistí, jak na to? Na tomto workshopu vás rádi seznámíme s nejoblíbenějšími druhy rostlin, jak vybírat rostliny na správné místo podle potřeb rostlin a jak správně rostlinu přesadit. Workshopem vás provede Karolína z DMP! Na workshop si můžete můžete vybrat pokojovku, kterou správně přesadíte na našem kurzu a poté odnesete domů.
Co vás čeká na workshopu:

Seznámení s oblíbenými druhy rostlin
Správný výběr rostliny na správné místo
Napadené rostliny a co s nimi
Přesazení pokojovky
Tipy jak podpořit rostlinu k lepšímu růstu
Jak správně sestříhat nebo namnožit rostlinu

Co je v ceně workshopu:
V ceně je rostlina k přesazení, všechny materiály pro přesazování (vhodný substrát, perlit a keramzit). Vedení workshopu a veškeré pomůcky, příslušenství a občerstvení.
Počet osob: 
Min. počet osob: 4 účastníciMax počet osob: 10 účastníků
Důležité informace:
Délka workshopu: 80 - 120 min.Kde: Křižíkova 55/65, Praha 8 - Karlín, 186 00Lektor: Karolína z DMP
Pořizujete workshop jako dárek? Zvolte variantu  ""Pořizuji jako dárek"" bez zvoleného termínu.  Až obdrží obdarovaný poukázku na workshop od vás, stačí nás kontaktovat na tel. čísle +420 776 060 464 nebo nám napište na info@dmp.cz. 
Podzimní termíny vypíšeme v srpnu. 
Změna termínu workshopu je možné nejpozději 7. den před termínem. Poté je částka nevratná.  Prosíme uchazeče, aby brali termín jako závazný!
",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/workshop_presazovani_5.jpg?v=1726734765,
Workshop: Výroba kokedamy - Pořizuji jako dárek,https://dmp.cz//products/workshop-vyroba-vlastnich-kokedam,1700.00,0.00,Yes,Workshop,,,,,No,Yes,DMP,"Nové termíny, Pro začátečníky, Skladem",2022-04-22T12:05:09+02:00,2022-04-13T17:12:25+02:00,2024-11-13T15:24:51+01:00,"Chcete se naučit něco nového a milujete rostliny? Nakoukněte s námi do zákulisí výroby kokedam. Naše lektorka Karolína z DMP vás naučí, jak správně vybrat rostlinu vhodnou pro kokedamu, jak ji vyrobit, na co si dát při výrobě pozor a jak se o ní následně starat. Kokedama může být zavěšená nebo jen tak ležící na podmisce s kamínky.
Co vás čeká na workshopu:

Teorie

Správný výběr rostliny

Příprava materiálu

Výroba 
Jak na zavěšení
Rady jak se o kokedamy starat

Co je v ceně workshopu:
V ceně je rostlina, všechen materiál pro výrobu kokedamy a macramé závěs. Vedení workshopu a veškeré pomůcky, příslušenství a občerstvení.
Počet osob: 
Minimální obsazenost: 4 účastníciMaximální obsazenost: 10 účastníků
Důležité informace:
Délka workshopu: 90 - 120minKde: Křižíkova 55/65, Praha 8 - Karlín, 186 00Lektorka: Karolína z DMP
Pořizujete workshop jako dárek? Zvolte variantu ""Pořizuji jako dárek"" bez zvoleného termínu. Až obdrží obdarovaný poukázku na workshop od vás, stačí nás kontaktovat na tel. čísle +420 776 060 464 nebo nám napište na info@dmp.cz. 
Změna termínu workshopu je možné nejpozději 7. den před termínem. Poté je částka nevratná. Prosíme účastníky, aby brali termín jako závazný!

",https://cdn.shopify.com/s/files/1/0273/3716/2865/files/workshop_kokedamy_10_822a8521-56b8-4a8f-b0e9-ad5a7d8360b9.jpg?v=1726669747,
Kokedama Maranta Fascinator - Velká,https://dmp.cz//products/kokedama-marantha-fascinator,789.00,0.00,Yes,Rostlina,,,,,Yes,Yes,DMP,"Kokedamy, Modlivky, Popínavé, Pro pokročilé, propojeni, Rostlina, Skladem, Středně, Tip na dárek, Vyrobeno v DMP, Čističky vzduchu",2022-04-18T19:38:04+02:00,2022-04-14T11:05:58+02:00,2024-11-13T15:24:51+01:00,"Výroba kokedam trvá 5-7 dní, počítejte s drobným zpožděním vaší objednávky.
Kokedama je speciální způsob pěstování rostlin, v doslovném překladu ""mechová koule"" pocházející z Japonska. Kokedama se skládá z rostliny, speciálního substrátu (černý jíl ketotsuchi), do jílu se navíc přimíchávají další složky (Akadama, zeolit, pemza, písek a rašeliník). Z těchto materiálů se dokonale zabalí vhodná rostlina do ""koule"" a celá se obalí mechem. Tradičně se kokedamy zavěšují na provázek, macramé a nebo se pokládají na vlhké kamínky či jiný materiál.
Péče o kokedamu
O každou kokedamu pečujeme podle toho, jakou rostlinu v ní máme. Kokedamu zaléváme odstátou / převařenou vodou přibližně 1x týdně. Kokedamě vadí chlór, nedoporučujeme vodu přímo z kohoutku. Kokedamu stačí na pár minut položit do vody, nechat okapat a znovu zavěsit. Zda potřebuje zalít poznáte podle váhy kokedamy a také podle toho, že vám usychá mechový bal. Mechovou kouli můžete rosit, aby byl mechový bal stále vlhký. Kokedamu se nedoporučuje umisťovat na přímé slunce.
Maranta Fascinator se vyznačuje svými zelenými, oválnými listy s výraznou červenou žilnatinou a světlými skvrnami. V létě se mohou na stoncích nebo u listů rostliny objevit bílé kvítky. Patří do skupiny rostlin, tzv. modlivek
Náročnost: Pro pokročiléČistí vzduch: AnoVhodná k mazlíčkům: Ano
Přibližná výška kokedamy: 25 cmPrůměr kokedamy: Ø 13 cmObsah balení: Kokedama, hotové macramé na zavěšeníVyrobeno s láskou v DMP.
Více o kokedamách jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/kokedama-marantha-fascinator-01.jpg?v=1649957227,
Kokedama Areca lutescens - Velká,https://dmp.cz//products/kokedama-areca-lutescens,719.00,0.00,Yes,Rostlina,,,,,Yes,Yes,DMP,"Kokedamy, Nesdílené, propojeni, Rostlina, Skladem, Středně, Tip na dárek, Vyrobeno v DMP",2022-12-15T14:49:02+01:00,2022-05-16T11:53:59+02:00,2024-11-13T15:24:51+01:00,"Výroba kokedam trvá 5-7 dní, počítejte s drobným zpožděním vaší objednávky.
Kokedama je speciální způsob pěstování rostlin, v doslovném překladu ""mechová koule"" pocházející z Japonska. Kokedama se skládá z rostliny, speciálního substrátu (černý jíl ketotsuchi), do jílu se navíc přimíchávají další složky (Akadama, zeolit, pemza, písek a rašeliník). Z těchto materiálů se dokonale zabalí vhodná rostlina do ""koule"" a celá se obalí mechem. Tradičně se kokedamy zavěšují na provázek, macramé a nebo se pokládají na vlhké kamínky či jiný materiál.
Péče o kokedamu
O každou kokedamu pečujeme podle toho, jakou rostlinu v ní máme. Kokedamu zaléváme odstátou / převařenou vodou přibližně 1x týdně. Kokedamě vadí chlór, nedoporučujeme vodu přímo z kohoutku. Kokedamu stačí na pár minut položit do vody, nechat okapat a znovu zavěsit. Zda potřebuje zalít poznáte podle váhy kokedamy a také podle toho, že vám usychá mechový bal. Mechovou kouli můžete rosit, aby byl mechový bal stále vlhký. Kokedamu se nedoporučuje umisťovat na přímé slunce.
Areca lutescens ""dypsis lutescens"" z čeledi arekovité, (česky palma areka nebo palma areková) je rostlina pocházející z Madagaskaru. Patří mezi teplomilné druhy a v našich podmínkách může dorůst kolem 1,5m. Malá rostlina má obvykle dvojlist, postupem času se větve mírně rozvětvují na více listů. Měkké sytě zelené listy na rozdíl od jiných palem nepíchají, jsou tedy více bezpečné. Díky svému vzhledu listů se jí také říká motýlí palma. Nenáročná palma se hodí téměř dokaždého prostředí a krásně zaplní prázdný prostor jak doma, tak v kanceláři nebo na chodbách.
Náročnost: Pro začátečníkyČistí vzduch: AnoVhodná k mazlíčkům: Ano
Přibližná výška kokedamy: 45 cmPrůměr kokedamy: Ø 13 cmObsah balení: Kokedama, hotové macramé na zavěšeníVyrobeno s láskou v DMP.
Více o kokedamách jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/kokedama-areca-lutescens-01_ccbdf9dd-0e72-4471-9439-1f6f79ecad9f.jpg?v=1671111804,
Kokedama Epiphyllum Anguliger - Velká,https://dmp.cz//products/kokedama-epiphyllum-anguliger,869.00,0.00,No,Rostlina,,,,,Yes,Yes,DMP,"20 - 40 cm, Kokedamy, propojeni, Rostlina, Tip na dárek, Vyprodáno, Vyrobeno v DMP",2022-11-24T17:39:57+01:00,2022-11-24T16:43:18+01:00,2024-11-13T15:24:51+01:00,"Výroba kokedam trvá 5-7 dní, počítejte s drobným zpožděním vaší objednávky.
Kokedama je speciální způsob pěstování rostlin, v doslovném překladu ""mechová koule"" pocházející z Japonska. Kokedama se skládá z rostliny, speciálního substrátu (černý jíl ketotsuchi), do jílu se navíc přimíchávají další složky (Akadama, zeolit, pemza, písek a rašeliník). Z těchto materiálů se dokonale zabalí vhodná rostlina do ""koule"" a celá se obalí mechem. Tradičně se kokedamy zavěšují na provázek, macramé a nebo se pokládají na vlhké kamínky či jiný materiál.
Péče o kokedamu
O každou kokedamu pečujeme podle toho, jakou rostlinu v ní máme. Kokedamu zaléváme odstátou / převařenou vodou přibližně 1x týdně. Kokedamě vadí chlór, nedoporučujeme vodu přímo z kohoutku. Kokedamu stačí na pár minut položit do vody, nechat okapat a znovu zavěsit. Zda potřebuje zalít poznáte podle váhy kokedamy a také podle toho, že vám usychá mechový bal. Mechovou kouli můžete rosit, aby byl mechový bal stále vlhký. Kokedamu se nedoporučuje umisťovat na přímé slunce.
 
O rostlině:Epiphyllum Anguliger patřící do čeledi tlusticovité je známý i pod názvy fishbone cactus (kaktus rybí kost – jeho listy ji připomínají) nebo zig zag cactus (kaktus cik cak). Najdete ho však i pod hezkým českým názvem Opičí ocásek. Tento druh je běžně pěstován pro své voňavé květy. Jsou bílé nebo žluté, rozkvétají zejména v nocích od podzimu do zimy a vynikají silnou sladkou vůní. 
Tento druh je endemický a pochází ze Střední Ameriky, přesněji jižního Mexika. Jeho stonky jsou 20 až 30 cm dlouhé (může se stát, že budou i delší), 3 až 5 cm tlusté, konce mají zaoblené. Můžeme jej pěstovat i například v závěsných květináčích, aby stonky splývaly dolů a vynikly. 
Náročnost: Pro začátečníkyČistí vzduch: NeVhodná k mazlíčkům: Ano
Přibližná výška kokedamy: 40 cmPrůměr kokedamy: Ø 13 cmObsah balení: Kokedama, hotové macramé na zavěšeníVyrobeno s láskou v DMP.
Více o kokedamách jsme napsali v našem článku.",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/kokedama-epiphyllum-anguliger-01.jpg?v=1669304613,
Předplatné rostlin - Standard - Jednorázové překvapení,https://dmp.cz//products/predplatne-standard,699.00,0.00,Yes,Služba,,,,,No,Yes,DMP,"Skladem, Tip na dárek",2022-09-22T11:19:17+02:00,2021-12-02T15:54:47+01:00,2024-11-13T15:24:51+01:00," 
Milujete překvapení?A co takhle radost v podobě pokojovky každý měsíc?Zakupte si naše rostlinné předplatné, které je určené pro každého milovníka pokojovek. Každý měsíc od nás obdržíte tajemný balíček v hodnotě 400 - 1000 Kč včetně dopravy.
S balíčkem od nás obdržíte návod, jak se o rostlinu starat. 
Rostlinné předplatné můžete věnovat svým blízkým jako nápaditý dárek. 

Informace k předplatnému:

Ceny zahrnují poštovné

Ke každému předplatnému obdržíte elektronický dárkový poukaz.
První pokojovku od nás dostanete následující měsíc od zakoupení předplatného vždy v polovině měsíce. 
V předplatném najdete zajímavé rostliny, které jsou nenáročné a potěší každého milovníka pokojovek.
Průměr květináče 10 - 14 cm a výška rostliny 20 - 40 cm



Jak to funguje?

Předplatné přidáte do košíku, vyplníte fakturační adresu a zaplatíte.

Poté vám přijde automatický potvrzovací e-mail, kde budete vyzváni k doplnění doručovací adresy. Předplatné jsou často kupované jako dárek, takže nám prosím napište přesnou adresu i kontakt, kam budou zásilky doručovány.

Předplatné odesíláme na adresu vždy 2. nebo maximálně 3. týden v měsíci. Pokud nebudete daný měsíc na adrese, můžete měsíc přeskočit. Stačí se s námi spojit přes e-mail nebo telefonicky.


Jednorázové předplatné posíláme, co nejdříve po obdržení objednávky na vaše kontaktní údaje, pokud chcete poslat jednorázové předplatné jinam, dejte nám o tom prosím vědět včas. Jednorázové překvapení může obsahovat jinou rostlinu než mají předplatitelé z 3, 6 nebo z 12 měsíců. 
Na předplatné nelze uplatnit slevu a ani jej v průběhu měnit za jiné předplatné. Bez potvrzení doručovací adresy rostlinu neodesíláme! Nechceme riskovat, že bude rostlina odeslána jinam a nakonec se vrátí zpět k nám. 














",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/STANDARD_9ee23c1f-1cab-46ae-b615-17084ccbe416.jpg?v=1663838070,
Předplatné rostlin -  K mazlíčkům - Jednorázové překvapení,https://dmp.cz//products/predplatne-rostlin-domaci-mazliccci,699.00,0.00,Yes,Služba,,,,,No,Yes,DMP,"Skladem, Tip na dárek",2022-09-22T11:19:18+02:00,2022-09-06T08:15:45+02:00,2024-11-13T15:24:51+01:00,"Milujete překvapení?A co takhle radost v podobě pokojovky každý měsíc?Zakupte si naše rostlinné předplatné, které je určené pro každého milovníka pokojovek vhodných do prostředí s domácími mazlíčky (netoxické rostliny). Každý měsíc od nás obdržíte tajemný balíček v hodnotě 400 - 1000 Kč včetně dopravy.
S balíčkem od nás obdržíte návod, jak se o rostlinu starat. 
Rostlinné předplatné můžete věnovat svým blízkým jako nápaditý dárek. 

Informace k předplatnému:

Ceny zahrnují poštovné 
Ke každému předplatnému obdržíte elektronický dárkový poukaz.

První pokojovku od nás dostanete následující měsíc od zakoupení předplatného vždy polovině měsíce.  

V předplatném najdete zajímavé a nejedovaté rostliny, které potěší každého milovníka netoxických pokojovek.

Průměr květináče 10 - 14 cm a výška rostliny 20 - 40 cm


Jak to funguje?

Předplatné přidáte do košíku, vyplníte fakturační adresu a zaplatíte.

Poté vám přijde automatický potvrzovací e-mail, kde budete vyzváni k doplnění doručovací adresy. Předplatné jsou často kupované jako dárek, takže nám prosím napište přesnou adresu i kontakt, kam budou zásilky doručovány.


 Předplatné odesíláme na adresu vždy 2. nebo maximálně 3. týden v měsíci.Pokud nebudete daný měsíc na adrese, můžete měsíc přeskočit. Stačí se s námi spojit přes e-mail nebo telefonicky.


Jednorázové předplatné posíláme, co nejdříve po obdržení objednávky na vaše kontaktní údaje, pokud chcete poslat jednorázové předplatné jinam, dejte nám o tom prosím vědět včas. Jednorázové překvapení může obsahovat jinou rostlinu než mají předplatitelé z 3, 6 nebo z 12 měsíců. 
Na předplatné nelze uplatnit slevu a ani jej v průběhu měnit za jiné předplatné. Bez potvrzení doručovací adresy rostlinu neodesíláme! Nechceme riskovat, že bude rostlina odeslána jinam a nakonec se vrátí zpět k nám. 

",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/MAZLICI.jpg?v=1663165455,
Předplatné rostlin - Raritky - Jednorázové překvapení,https://dmp.cz//products/predplatne-rostlin-raritky,1299.00,0.00,Yes,Služba,,,,,No,Yes,DMP,"Skladem, Tip na dárek",2022-09-22T11:19:18+02:00,2022-09-12T14:03:35+02:00,2024-11-13T15:24:51+01:00,"Milujete překvapení?A co takhle radost v podobě pokojovky každý měsíc?Zakupte si naše rostlinné předplatné, které je určené pro každého milovníka raritních pokojovek. Každý měsíc od nás obdržíte tajemný balíček v hodnotě 800 - 2000 Kč včetně dopravy.
S balíčkem od nás obdržíte návod, jak se o rostlinu starat. 
Rostlinné předplatné můžete věnovat svým blízkým jako nápaditý dárek. 

Informace k předplatnému:

Ceny zahrnují poštovné

Ke každému předplatnému obdržíte elektronický dárkový poukaz.
První pokojovku od nás dostanete následující měsíc od zakoupení předplatného vždy v polovině měsíce.
V předplatném najdete raritní rostliny, které a potěší každého sběratele pokojovek.
Průměr květináče 10 - 14 cm a výška rostliny 20 - 50 cm







Jak to funguje?

Předplatné přidáte do košíku, vyplníte fakturační adresu a zaplatíte.

Poté vám přijde automatický potvrzovací e-mail, kde budete vyzváni k doplnění doručovací adresy. Předplatné jsou často kupované jako dárek, takže nám prosím napište přesnou adresu i kontakt, kam budou zásilky doručovány.


Předplatné odesíláme na adresu vždy 2. nebo maximálně 3. týden v měsíci.
Pokud nebudete daný měsíc na adrese, můžete měsíc přeskočit. Stačí se s námi spojit přes e-mail nebo telefonicky.


Jednorázové předplatné posíláme, co nejdříve po obdržení objednávky na vaše kontaktní údaje, pokud chcete poslat jednorázové předplatné jinam, dejte nám o tom prosím vědět včas. Jednorázové překvapení může obsahovat jinou rostlinu než mají předplatitelé z 3, 6 nebo z 12 měsíců. 
Na předplatné nelze uplatnit slevu a ani jej v průběhu měnit za jiné předplatné. Bez potvrzení doručovací adresy rostlinu neodesíláme! Nechceme riskovat, že bude rostlina odeslána jinam a nakonec se vrátí zpět k nám. 






",https://cdn.shopify.com/s/files/1/0273/3716/2865/products/RARITKY_654f552a-8e5f-4bbc-a49d-d49684b5e43c.jpg?v=1663831582,
